title,description,bedrooms,bathrooms,toilets,location,city,price
Lovely 3 bedroom semidetached duplex with 1 Bq,3 Bedroom Duplex,3,3,4,"Chevron, Chevron Drive, Lekki",Lekki,4500000
Affordable 3 Bedroom Apartment with Ample Parking Space,3 Bedroom Flat & Apartment,3,3,4,Ajah,Ajah,1950000
Spacious 4 Bedroom Terrace with a Swimming Pool,4 Bedroom Terrace,4,4,5,"Ikoyi, Banana Island, Ikoyi",Ikoyi,17000000
Newly Built 4Bedroom Duplex with BQ,4 Bedroom Duplex,4,4,5,"Marwa, Lekki Phase 1, Lekki",Lekki,8000000
4 bedroom terraced duplex with BQ,4 Bedroom Duplex,4,4,5,Ikoyi,Ikoyi,10000000
4 bedroom terrace duplex for rent,4 Bedroom Terrace,4,4,5,"Reo, Ikate Elegushi, Lekki",Lekki,6500000
Fully furnished 2 bedroom penthouse apartment,2 Bedroom Flat & Apartment,2,3,4,"At, Ikoyi",Ikoyi,10000000
3 bedroom terrace duplex with a bq,3 Bedroom Terrace,3,3,4,"Marwa, Lekki Phase 1, Lekki",Lekki,4500000
Four bedroom semi-detached duplex for rent,4 Bedroom Duplex,4,4,5,"Second Toll Gate, Ikota, Lekki",Lekki,5200000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Ilaje, Ajah",Ajah,3000000
4 bedroom semi-detached duplex,4 Bedroom Duplex,4,4,5,Ajah,Ajah,2200000
Luxury 3 bedroom flats,3 Bedroom Flat & Apartment,3,3,4,"Oniru, Victoria Island",Victoria Island,4000000
"6 bedroom semi-detached duplex with BQ, box and laundry",6 Bedroom Duplex,6,6,7,Ikoyi,Ikoyi,16000000
Highly Rated Top Executive 4 Bedroom Semi Detached Terrace House + 2 Rooms Bq + Pool Etc In Central Ikoyi @N14m!,4 Bedroom Duplex,4,4,5,"Central Ikoyi, Ikoyi",Ikoyi,14000001
4 Bedroom Semi Detached Duplex with a Room Bq,4 Bedroom Duplex,4,4,5,Ikoyi,Ikoyi,8500000
5 bedroom fully detached duplex,5 Bedroom Duplex,5,5,6,"Sangotedo, Ajah",Ajah,2300000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
Well Maintained Luxury 4 Bedroom Apartment at Ikoyi,4 Bedroom Flat & Apartment,4,4,5,"Olu Holloway Crescent, Ikoyi",Ikoyi,16000000
5 bedroom fully-detached duplex with a room bq,5 Bedroom Duplex,5,5,6,"Osapa, Lekki",Lekki,7000000
5 bedroom fully detached with a room bq,5 Bedroom Duplex,5,5,6,"Ikota, Lekki",Lekki,5000000
"Standard Warehouse Facility measuring 1,000sqm including offices",Commercial Property,0,0,1,"Magboro Bus Stop Along Lagos Ibadan Express Way, Opposite Mfm Prayer City, Magboro, Lagos Extension",Lagos Extension,14000000
Spacious 3 Bedroom Apartment with Fully Fitted Kitchen,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,5000000
4 bedroom semi detached duplex with bq,4 Bedroom Duplex,4,5,6,"Orchid, Ikota, Lekki",Lekki,5200000
Luxury 3 Bedroom Apartment with Excellent Facilities,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,22000000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
4 bedroom semi detached duplex For rent 5m,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,5000000
Luxury & Serviced Newly Built 3 Bedroom Flat with all rooms ensuite,3 Bedroom Flat & Apartment,3,3,4,"Lekki Palm City Estate Off Ado Road, Addo, Ajah",Ajah,2500000
Four bedroom semi-detached duplex for rent,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,4500000
5 bedroom detached duplex with bq,5 Bedroom Duplex,5,6,7,"Ikota, Lekki",Lekki,6500000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Chevron, Chevron Drive, Lekki",Lekki,4500000
4 bedroom semi-detached duplex with BQ,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,3500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5500000
Luxury 3 Bedroom Apartment with Excellent Facilities,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,6000000
Semi Detached to Let in Femi Okunnu Phase 2.,4 Bedroom Duplex,4,3,4,"Jakande, Lekki",Lekki,4000000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Chevron, Chevron Drive, Lekki",Lekki,5000000
4 bedroom fully-detached duplex with a room bq and swimming pool,4 Bedroom Duplex,4,4,5,Ajah,Ajah,4500000
For Rent In Old IKoyi : Furnished Detach house,4 Bedroom House,4,5,6,"Old, Ikoyi",Ikoyi,20000000
Furnished 4 Bedroom Semi Detached House,4 Bedroom Duplex,4,4,5,"Lekki, Agungi, Lekki",Lekki,4500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5200000
4 bedroom semi detached duplex for rent 4.5m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
Furnished 3 Bedroom fully detached duplex with a room bq,3 Bedroom Duplex,3,3,4,"Westend Estate, Ikota, Lekki",Lekki,3500000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5200000
Self service spacious 3 Bedroom Semi detached duplex for let in Megamond Estate,3 Bedroom Duplex,3,3,4,"Megamound Estate, Ikota, Lekki",Lekki,3500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
4 bedroom semi detached for rent,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,4500000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
4 bedroom semi detached duplex for rent 5m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,5000000
4 bedroom semi detached for rent 4.5m orchid (van -Daniel),4 Bedroom Duplex,4,4,5,"Van Daniel , Ikota, Lekki",Lekki,4500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5200000
4 bedroom semi-detached duplex for rent,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5000000
4 bedroom semi detached duplex for rent,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,5000000
Nice 4 bedrooms semi detached house,4 Bedroom Duplex,4,4,5,"Off Chevron Toll, Ikota, Lekki",Lekki,5500000
5 bedroom semi-detached duplex with a room bq,5 Bedroom Duplex,5,5,6,"Osapa London, Ikota, Lekki",Lekki,7000000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
4 bedroom semi-detached duplex for rent,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5000000
Spacious 4 Bedroom Detached House,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,4000000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,5000000
4 bedroom semi detached duplex with a room bq 4.5 m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
4 bedroom terrace duplex 4.5m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
4 bedroom fully-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,5000000
5 bedroom fully detached duplex with a room bq for rent 6.5m ikota,5 Bedroom Duplex,5,5,6,"Ikota, Lekki",Lekki,6500000
Fully Furnished 5 Bedroom Detached House for rent in Osapa Lekki Lagos.,5 Bedroom House,5,5,6,"Victory Park Estate, Osapa, Lekki",Lekki,9000000
4 bedroom semi detached duplex with bq,4 Bedroom Duplex,4,5,6,"Bera , Chevron Drive, Lekki",Lekki,4500000
Spacious 3 Bedroom Apartment with Ample Parking space,3 Bedroom Flat & Apartment,3,3,4,Ajah,Ajah,1300000
For Rent In Old Ikoyi : Fully Fitted 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,4,5,"Old Ikoyi, Ikoyi",Ikoyi,8500000
Captivating 4 bedroom terraced duplex in a great location,4 Bedroom Flat & Apartment,4,4,5,"Ikoyi, Awolowo Road, Ikoyi",Ikoyi,10000000
4 bedroom terrace duplex for rent 4.5m orchid,4 Bedroom Terrace,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
Luxury 2 Bedroom Apartment + Bq+ Gym + Pool,2 Bedroom Flat & Apartment,2,2,3,"Old Ikoyi, Ikoyi",Ikoyi,8500001
4 Bedroom Terraced Duplex,5 Bedroom Terrace,5,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,6500000
Spacious 3 Bedroom Apartment with Excellent Facilities,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,10000000
8 units of Luxury 3 bedroom flats with a room en-suite boys quarters each,3 Bedroom Flat & Apartment,3,4,5,"Banana Island, Ikoyi",Ikoyi,10000000
Spacious 2 Bedroom Aparment,2 Bedroom Flat & Apartment,2,2,3,"Lekki 1, Lekki Phase 1, Lekki",Lekki,3000000
Newly Built 1 Bedroom Apartment with 24hrs Power and swimming pool,Flat & Apartment,1,1,2,Ikoyi,Ikoyi,5000000
5 bedroom fully-detached duplex with a room bq,5 Bedroom Duplex,5,5,6,"Osapa London, Osapa, Lekki",Lekki,7000000
3 bedroom terrace duplex in a brand new estate beside vgc for rent 3.5m,3 Bedroom Terrace,3,3,4,"Beside Vgc, Ikota, Lekki",Lekki,3500000
Newly 4 Bedroom Terrace With Domestic Quarters,4 Bedroom Terrace,4,4,5,Ikoyi,Ikoyi,9500000
Lovely 3 bedroom flat apartment,3 Bedroom Flat & Apartment,3,3,4,"Ojodu, Ikeja",Ikeja,1200000
4 bedroom apartment ground floor with BQ,4 Bedroom Flat & Apartment,4,4,5,"Off Admiralty, Lekki Phase 1, Lekki",Lekki,5000000
Newly Built 3 Bedroom Flat with Excellent Facilities,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,9000000
Luxury 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,4,5,"Gerard Road, Ikoyi",Ikoyi,15000000
Newly Built 4 Bedroom Semi Detached House,4 Bedroom Duplex,4,4,5,"Ikoyi, Banana Island, Ikoyi",Ikoyi,20000000
Spacious 3 Bedroom Located In A Serene Part Of Ikoyi,3 Bedroom Flat & Apartment,3,4,5,"Glover Road, Ikoyi",Ikoyi,9000000
Serviced 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Lekki, Lekki Expressway, Lekki",Lekki,2500000
Spacious 4 Bedroom Apartment in a Serene Neighborhood,4 Bedroom Flat & Apartment,4,4,5,Ikoyi,Ikoyi,12000000
Units of newly built 2 bedroom and 3 bedroom apartment,3 Bedroom Flat & Apartment,3,3,4,"Ikate, Ikate Elegushi, Lekki",Lekki,4500000
Luxury 3 bedroom massionette with swimming pool,3 Bedroom House,3,4,5,"Off Ahmadu Bello Way , Victoria Island",Victoria Island,12000000
Newly built 4 bedroom penthouse,4 Bedroom House,4,4,5,"Lekki Phase 1, Lekki",Lekki,7500000
Spacious 3 Bedroom Apartment with a Swimming Area,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,20000000
Very Spacious  3 Bedroom Maisonette  Flat,3 Bedroom Flat & Apartment,3,3,4,"Eleganza Gardens, , Lekki Expressway, Lekki",Lekki,3500000
5 bedroom fully detached duplex with a room bq for rent,5 Bedroom Duplex,5,5,6,"Ikota, Lekki",Lekki,7000000
State of the art 3 bedroom apartment in the heart of the city,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,9000000
4 bedroom fully fitted expatriate standard apartment,4 Bedroom Flat & Apartment,4,5,6,"At, Victoria Island",Victoria Island,14000000
"4 Bedroom Maisonette With Communal Pool, Gym And I Bq",4 Bedroom Flat & Apartment,4,4,5,Ikoyi,Ikoyi,15000000
Exquisitely finished 3 bedroom with a room bq,3 Bedroom Flat & Apartment,3,3,4,"Off Queens Drive, Ikoyi",Ikoyi,11000000
4 bedroom fully-detached duplex with a room bq and swimming pool,4 Bedroom Duplex,4,4,5,Ajah,Ajah,4500000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,4000000
Luxury 3 Bedroom Apartment With One Room Bq For Rent In Ikoyi,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,10000000
Neatly Used 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Olowotedo, Magboro, Lagos Extension",Lagos Extension,500000
Neatly Used 2 Bedroom Apartment,2 Bedroom Flat & Apartment,2,2,3,"Olowotedo, Magboro, Lagos Extension",Lagos Extension,400000
4 bedroom terraced duplex with a room bq 4m oral estate,4 Bedroom Duplex,4,4,5,"Oral Estate , Ikota, Lekki",Lekki,4000000
2 bedroom flat,2 Bedroom Flat & Apartment,2,2,3,"Ikota, Lekki",Lekki,1500000
Classic 3 Bedroom Fully Furnished Apartment,3 Bedroom Flat & Apartment,3,3,4,"Old Ikoyi, Ikoyi",Ikoyi,15500000
Luxury 5 units 3 Bedroom Flats with Service Quarters each,3 Bedroom Terrace,3,3,4,"Osborne Foreshore Estate Phase 1, Ikoyi",Ikoyi,8000000
Affordable 3 Bedroom maisonette in an Estate,3 Bedroom Terrace,3,3,4,"Vi, Victoria Island",Victoria Island,3500000
"bedroom flat with bq, pool, gym and elevator on the third floor",3 Bedroom Flat & Apartment,3,3,4,"Off Banana Link Road, Ikoyi",Ikoyi,6000000
Luxurious and Stylishly built 3 bedroom apartment a,3 Bedroom Flat & Apartment,3,3,4,"Ikeja Gra,  Ikeja G.R.A, Ikeja",Ikeja,5500000
Newly Built 2 Bedroom Flat,2 Bedroom Flat & Apartment,2,2,3,"Agungi, Lekki",Lekki,2000000
Classic 3 Bedroom Water Fron Apartment,3 Bedroom Flat & Apartment,3,3,4,"Off Alexandra, Ikoyi",Ikoyi,5000000
Rent Slash! Waterfront 3 Bedroom Apartment +Tennis Squash + Etc @N10m,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,10000010
Luxury 4 Bedroom Terrace Duplex in a serene Neighborhood,4 Bedroom Terrace,4,4,5,"Lekki, Lekki Expressway, Lekki",Lekki,3500000
Excellently Built 3 Bed Apartment,3 Bedroom Flat & Apartment,3,3,4,"Ikate, Ikate Elegushi, Lekki",Lekki,3000000
4 bedroom semi detached duplex with a room bq 4.5m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4500000
4 bedroom semi detached duplex with bq 5.5m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,5500000
3 BEDROOM APARTMENT with COMMUNAL POOL and BQ,3 Bedroom Flat & Apartment,3,3,4,Victoria Island,Victoria Island,8000000
4 bedroom terraced duplex 4m orchid,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,4000000
Luxury 2 Bedroom Apartment with Ample Parking Space,2 Bedroom Flat & Apartment,2,2,3,"Ikate, Ikate Elegushi, Lekki",Lekki,3000000
Newly built serviced 4 bedroom terrace duplex with bq,4 Bedroom Terrace,4,4,5,"Chevron Estate, Chevron Drive, Lekki",Lekki,5000000
Self Serviced 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Ajah, Sangotedo, Ajah",Ajah,1400000
Luxury 3 Bedroom Flat With Swimming Pool,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,12000000
Premium 3 Bedroom Apartment with Fully Fitted Kitchen,3 Bedroom Flat & Apartment,3,3,4,"Banana, Banana Island, Ikoyi",Ikoyi,16000000
Services 3 bedrooms apartments with bq and pool,3 Bedroom Flat & Apartment,3,3,4,"Luggard Avenue, Ikoyi",Ikoyi,10000000
Newly built 3 bedroom + 1 maid room smart house,3 Bedroom Flat & Apartment,3,3,4,"Off Vio , Mabushi, Abuja Phase 1",Abuja,3000000
Brand New 2 Bedroom Flat For Rent In Old Ikoyi,2 Bedroom Flat & Apartment,2,2,3,"Old Ikoyi, Ikoyi",Ikoyi,13000000
Luxury 2 Bedroom Flat For Rent In Old Ikoyi,2 Bedroom Flat & Apartment,2,2,3,"Old Ikoyi, Ikoyi",Ikoyi,18000000
Deal! New Property! All Ensuite 3 Bedroom Apartment +Bq+Pool+Gym @N10m,3 Bedroom Flat & Apartment,3,3,4,"Central Ikoyi, Ikoyi",Ikoyi,10000000
Serious Cash Ready Clients Only - Well Priced Executive 3 Bedroom Apartment + Bq Etc @N9m,3 Bedroom Flat & Apartment,3,3,4,"Central Ikoyi, Ikoyi",Ikoyi,9000000
Direct Ready Clients - Well Serviced Luxury 3 Bedroom Apartment +Lounge+Pool Etc @N9m,3 Bedroom Flat & Apartment,3,3,4,"Central Ikoyi, Ikoyi",Ikoyi,9000000
Luxury 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Ikoyi, Parkview Estate, Ikoyi",Ikoyi,5500000
Luxury 3 Bedroom Flat With Excellent Facilities For Rent In Old Ikoyi.,3 Bedroom Flat & Apartment,3,3,4,"Old Ikoyi, Ikoyi",Ikoyi,10000000
Expatriate Standard 2 Bedroom Apartment+Pool+ Gym +Lounge,2 Bedroom Flat & Apartment,2,2,3,Ikoyi,Ikoyi,8500001
Luxury 4 Bedroom Terrace Duplex in a serene Neighborhood,4 Bedroom Terrace,4,4,5,"Lekki, Lekki Expressway, Lekki",Lekki,4000000
Direct Cash Ready Clients  - Furnished 2 Bed Apartment +,2 Bedroom Flat & Apartment,2,2,3,Ikoyi,Ikoyi,6500001
Practical And Reasonably Priced 2 Bedroom Apartment + Tennis + Pool + Garden Etc In Central Ikoyi @N6m / S.C N2m,2 Bedroom Flat & Apartment,2,2,3,"Central Ikoyi, Ikoyi",Ikoyi,6000001
4 Bedroom Semidetached Duplex with a Room BQ,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,4000000
Award Wining Property In Ikoyi! Ultra Lux 2 Bedroom @N15m,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,15000010
Direct Expartraites Only - Practical & Medium Size All Ensuite 2 Bed Apartment @N5m/ N2m S.C,2 Bedroom Flat & Apartment,2,2,3,"Central Ikoyi, Ikoyi",Ikoyi,5000000
Furnished 3 Bedroom Apartment with Ample Parking Space,3 Bedroom Flat & Apartment,3,3,4,"Ikate, Ikate Elegushi, Lekki",Lekki,6500000
Prince Ademola Osinuga Waterfront 3 Bedroom Apartment +Pool +Squash Etc In,3 Bedroom Flat & Apartment,3,3,4,Ikoyi,Ikoyi,13500001
Serviced 3 bedroom apartment with bq and pool,3 Bedroom Flat & Apartment,3,3,4,"Banana Island Estate, Banana Island, Ikoyi",Ikoyi,9000000
State of the Art 3 bedroom apartment on the ground floor in the most Secure estate on the island,3 Bedroom Flat & Apartment,3,3,4,"Banana Island, Ikoyi",Ikoyi,10000000
5 bedroom fully detached with a room bq and a long drive 5m ikota,5 Bedroom Duplex,5,5,6,"Ikota, Lekki",Lekki,5000000
Direct Cash Clients - Top Rated Family Friendly 4 Bedroom Apartment+Bq+Gym Etc,4 Bedroom Flat & Apartment,4,4,5,"Old Ikoyi, Ikoyi",Ikoyi,16000000
9 units of Tastefully finished and serviced 3 bedroom flat with 1 room BQ each,3 Bedroom Flat & Apartment,3,3,4,"Oba Elegushi/Club Road, Ikoyi, Ikoyi",Ikoyi,16000000
4 bedroom semi detached duplex with a room bq in bera Estate 4.5m,4 Bedroom Duplex,4,4,5,"Bera Estate , Chevron Drive, Lekki",Lekki,4500000
Well maintained 4 Bedroom Town House,4 Bedroom Townhouse,4,4,5,"Bank Road, Ikoyi",Ikoyi,12000000
Brand Newly Built Fully Service 4 bedrooms terrace duplex,4 Bedroom Terrace,4,4,5,"Ikate, Ikate Elegushi, Lekki",Lekki,5000000
5 Bedroom fully detached House with servants quarters in VGC,5 Bedroom Duplex,5,5,6,"Road 2, Victoria Garden City, Lekki",Lekki,5500000
4 Bedroom Terrace Duplex,4 Bedroom Terrace,4,4,5,"Orchid, Chevron Drive, Lekki",Lekki,4000000
Serviced 3 bedrooms apartments with bq and pool,3 Bedroom Flat & Apartment,3,3,4,"Banana Island Estate, Banana Island, Ikoyi",Ikoyi,8000000
7 bedroom semi-detached duplex on 3 floors with ample parking,7 Bedroom Duplex,7,7,8,"Lekki Phase 1, Lekki",Lekki,10000000
Luxury 3 Bedroom Flat For Rent In Parkview,3 Bedroom Flat & Apartment,3,3,4,"Parkview, Parkview Estate, Ikoyi",Ikoyi,7000000
Massive 5 Bedroom Semi Detached Duplex,5 Bedroom Duplex,5,5,6,"Adeniyi Jones, Ikeja , Ikeja",Ikeja,7000000
Direct Cash Ready Clients Only - Premium 3 Bedroom Apartment In Central Ikoyi @N9m,3 Bedroom Flat & Apartment,3,3,4,"Central Ikoyi, Ikoyi",Ikoyi,9000000
4 bedroom semi detached duplex for rent,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,5000000
4 bedroom semi detached duplex for rent,4 Bedroom Duplex,4,4,5,"Chevron, Chevron Drive, Lekki",Lekki,4000000
5 bedroom fully-detached duplex with a room bq,5 Bedroom Duplex,5,5,6,"Chevron, Chevron Drive, Lekki",Lekki,6500000
"4 bedroom fully-detached duplex with a room bq, pool, gym, lift",4 Bedroom Duplex,4,4,5,Ikoyi,Ikoyi,18000000
4 bedroom semi-detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Chevron, Chevron Drive, Lekki",Lekki,5000000
Luxury Serviced 4 Bedroom Terraced Duplex with In-built Boy's Quarter,4 Bedroom Terrace,4,4,5,"Barolla, Off Freedom Way, Lekki Phase 1, Lekki",Lekki,7000000
Highly Serene Waterfront 3 Bedroom Apartment+ Jetty + Pool + Gym Etc In Banana Island Estate @N17m!,3 Bedroom Flat & Apartment,3,3,4,"Banana Island Estate, Banana Island, Ikoyi",Ikoyi,17000001
4 bedroom terrace duplex,4 Bedroom Terrace,4,4,5,"Ikota, Lekki",Lekki,4500000
Newly Built 4 Bedroom Semi Detached Duplex,4 Bedroom Duplex,4,4,5,"Agungi, Lekki",Lekki,4500000
5 Bedroom Semi Detached Apartment  for Lease,5 Bedroom Terrace,5,6,7,"Tejuosho Estate, Allen Avenue, Ikeja",Ikeja,5500000
Tastefully Finished 3 Bedroom Apartments,3 Bedroom Flat & Apartment,3,3,4,"Osapa London, Osapa, Lekki",Lekki,4000000
4 bedroom terrace duplex for rent,4 Bedroom Terrace,4,4,5,"Ikota, Lekki",Lekki,4000000
Serviced 4 Bedroom Duplex in a serene Neighborhood,4 Bedroom Duplex,4,4,5,"Lekki, Chevron Drive, Lekki",Lekki,4000000
Fully fitted 3 bedroom apartment for rent,3 Bedroom Flat & Apartment,3,3,4,"Glover Road, Ikoyi",Ikoyi,8000000
12 nos of 4 bedrooms maisonette and 10 nos of 2 bedrooms apartments,4 Bedroom Flat & Apartment,4,4,5,"Off Bourdillon Road, Ikoyi",Ikoyi,12000000
Fully Furnished 2 Bedroom Flat with in House Swimming Pool,2 Bedroom Flat & Apartment,2,2,3,"Ikoyi, Banana Island, Ikoyi",Ikoyi,12000000
4 bedroom semi detached duplex with a room bq,4 Bedroom Duplex,4,4,5,"Chevron, Chevron Drive, Lekki",Lekki,5000000
Newly built  3 bedroom terrace detached duplex with Communal Swimming Pool and Gym with 1 room BQ,3 Bedroom Terrace,3,3,4,Victoria Island,Victoria Island,10000000
Fully Serviced 4 Bedroom Terrace Duplex,4 Bedroom Duplex,4,4,5,"Lekki, Chevron Drive, Lekki",Lekki,4200000
Newly Built 4 Bedroom Terrace Duplex,4 Bedroom Terrace,4,4,5,Ajah,Ajah,4000000
3 bedroom flat with bq 2.8m oral estate,3 Bedroom Flat & Apartment,3,3,4,"Oral Estate , Ikota, Lekki",Lekki,2800000
3 bedroom flat 2.7m oral estate,3 Bedroom Flat & Apartment,3,3,4,"Oral Estate , Ikota, Lekki",Lekki,2700000
4 bedroom fully detached duplex with a room BQ,4 Bedroom Duplex,4,4,5,"Ikota, Lekki",Lekki,7000000
Newly built and serviced 3 bedroom flat,3 Bedroom Flat & Apartment,3,3,4,"Aso Parkview Estate , Ikoyi",Ikoyi,7000000
Lovely  5 bedroom fully detached duplex with 1 BQ,5 Bedroom Duplex,5,5,6,"Ikate, Ikate Elegushi, Lekki",Lekki,10000000
Luxury 4 Bedroom House With A Rooftop View,4 Bedroom House,4,4,5,Ikoyi,Ikoyi,16000000
Direct Cash Ready Clients Only - Well Priced Family Friendly Apartment + Tennis+Squash Etc @N8m,3 Bedroom Flat & Apartment,3,3,4,"Central Ikoyi, Ikoyi",Ikoyi,8000000
4 bedroom semi detached duplex for rent,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,4500000
3 bays large warehouse facility measuring 3000sqm with Ample parking space,Warehouse,0,0,1,"Wempco, Road, Ogba, Ikeja",Ikeja,60000000
4 bedroom detached duplex with BQ,4 Bedroom Duplex,4,4,5,"Orchid , Ikota, Lekki",Lekki,6000000
Newly Built 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Vi Extension, Victoria Island",Victoria Island,5500000
Fully furnished 2 bedroom apartment in a great community,2 Bedroom Flat & Apartment,2,3,4,"Lekki, Lekki Phase 1, Lekki",Lekki,4500000
4 bedroom penthouse apartment,4 Bedroom Flat & Apartment,4,5,6,"At, Ikoyi",Ikoyi,25000000
4 bedroom semi detached duplex with a room BQ,4 Bedroom Duplex,4,4,5,"Orchid, Ikota, Lekki",Lekki,5000000
Serviced 3 BEDROOM APARTMENT,3 Bedroom Flat & Apartment,3,3,4,"Old, Ikoyi",Ikoyi,4000000
4 Bedroom Furnished Duplex with a Room Bq,4 Bedroom Duplex,4,4,5,"Eleganza Gardens Opposite Vgc , Lekki Expressway, Lekki",Lekki,5000000
Brand New Luxury 4 Bedroom Flat With 2 Room Staff Quarters For Rent At Old Ikoyi,4 Bedroom Flat & Apartment,4,4,5,"Old Ikoyi, Ikoyi",Ikoyi,43207891
3 Bedroom detached bungalow+security gate house,3 Bedroom Bungalow,3,3,4,"Ikeja Gra,  Ikeja G.R.A, Ikeja",Ikeja,15000000
Luxury 3 Bedroom Flat with Excellent Facilities,3 Bedroom Flat & Apartment,3,3,4,"Vi, Victoria Island",Victoria Island,13500000
2 Bedroom Flat For Rent In Osborne Phase 1,2 Bedroom Flat & Apartment,2,2,3,"Osborne, Ikoyi",Ikoyi,4000000
Luxury 5 Bedroom Flat With Excellent Facilities For Rent In Old Ikoyi,5 Bedroom Flat & Apartment,5,5,6,"Old Ikoyi, Ikoyi",Ikoyi,27000000
Spacious 3 Bedroom Apartment,3 Bedroom Flat & Apartment,3,3,4,"Chevron, Chevron Drive, Lekki",Lekki,2700000
